artist_name,artist_id,first_added,first_song,first_album,first_album_type,last_added,last_song,last_album,last_album_type,main_songs_count,featured_songs_count,liked_songs_count,genres_count
Buni,5AiY4bxeXerLXx03JADdQv,2021-05-28 03:55:19+00:00,"Body (Remix) [feat. ArrDee, E1 (3x3), ZT (3x3), Bugzy Malone, Buni, Fivio Foreign & Darkoo]","Body (Remix) [feat. ArrDee, E1 (3x3), ZT (3x3), Bugzy Malone, Buni, Fivio Foreign & Darkoo]",single,2022-02-12 03:19:29+00:00,"Body (Remix) [feat. ArrDee, E1 (3x3), ZT (3x3), Bugzy Malone, Buni, Fivio Foreign & Darkoo]",Green With Envy,album,0,2,2,0
Darkoo,4QSTyDpxsKmv3UfavVUImR,2021-05-28 03:55:19+00:00,"Body (Remix) [feat. ArrDee, E1 (3x3), ZT (3x3), Bugzy Malone, Buni, Fivio Foreign & Darkoo]","Body (Remix) [feat. ArrDee, E1 (3x3), ZT (3x3), Bugzy Malone, Buni, Fivio Foreign & Darkoo]",single,2022-02-12 03:19:29+00:00,"Body (Remix) [feat. ArrDee, E1 (3x3), ZT (3x3), Bugzy Malone, Buni, Fivio Foreign & Darkoo]",Green With Envy,album,0,2,2,0
Diplo,5fMUXHkw8R8eOP2RNVYEZX,2018-09-28 05:01:08+00:00,Electricity (with Dua Lipa),Electricity (with Dua Lipa),single,2022-02-11 18:54:30+00:00,Don't Forget My Love,Don't Forget My Love,single,5,14,19,0
Teddi Jones,34a5LXFoUFNHj9MdFECobP,2022-02-11 15:28:56+00:00,BLUE MOON (feat. Teddi Jones),Ethereal,album,2022-02-11 15:28:56+00:00,BLUE MOON (feat. Teddi Jones),Ethereal,album,0,1,1,0
Jonah Kagen,5KsRA81UaMVKvLNiwDySfp,2021-08-27 05:23:15+00:00,Wish You Did,Wish You Did,single,2022-02-11 05:30:01+00:00,Drowning,Drowning,single,3,0,3,0
Wilkinson,6m8itYST9ADjBIYevXSb1r,2022-02-11 05:29:29+00:00,Here For You,Cognition,album,2022-02-11 05:29:29+00:00,Here For You,Cognition,album,1,0,1,0
Becky Hill,4EPJlUEBy49EX1wuFOvtjK,2022-02-11 05:29:29+00:00,Here For You,Cognition,album,2022-02-11 05:29:29+00:00,Here For You,Cognition,album,0,1,1,0
Orion Sun,2efrqekWSHlvhATD50AG3m,2022-02-11 05:28:51+00:00,dirty dancer,dirty dancer,single,2022-02-11 05:28:51+00:00,dirty dancer,dirty dancer,single,1,0,1,0
Jenna Raine,3aHe9rMa5HFTjXHw8tEz0A,2022-02-11 05:28:22+00:00,2%,see you later,single,2022-02-11 05:28:22+00:00,2%,see you later,single,1,0,1,0
LØLØ,5MjcGshMggPgIHinIUDaX0,2020-08-07 04:16:29+00:00,Hate U,Hate U,single,2022-02-11 05:27:05+00:00,debbie downer,debbie downer,single,3,0,3,0
Felix Cartal,6roDXEmZ6AARdOUv6x5U2v,2022-02-11 05:26:52+00:00,Nothing Good Comes Easy,Nothing Good Comes Easy,single,2022-02-11 05:26:52+00:00,Nothing Good Comes Easy,Nothing Good Comes Easy,single,1,0,1,0
Elohim,6wKxOKEA3K6R2UZ3COLXEY,2022-02-11 05:26:52+00:00,Nothing Good Comes Easy,Nothing Good Comes Easy,single,2022-02-11 05:26:52+00:00,Nothing Good Comes Easy,Nothing Good Comes Easy,single,0,1,1,0
Sofía Reyes,0haZhu4fFKt0Ag94kZDiz2,2019-08-23 05:11:24+00:00,Highway,Highway,single,2022-02-11 05:06:22+00:00,Marte,Mal De Amores,album,1,2,3,0
Lu,67ZBvSCWPfqDt63Bu1PmZ4,2021-05-07 18:22:32+00:00,Walk In,Walk In,single,2022-02-11 05:01:09+00:00,Never Enough,dirt/hurt/pain/,single,1,1,2,0
Steelo,52JTE16P2RHKpJr3ZOwohE,2022-02-11 05:01:01+00:00,Uncle Elroy,Uncle Elroy,single,2022-02-11 05:01:01+00:00,Uncle Elroy,Uncle Elroy,single,1,0,1,0
Said The Sky,4LZ4De2MoO3lP6QaNCfvcu,2022-02-11 05:00:50+00:00,Walk Me Home,Walk Me Home,single,2022-02-11 05:00:50+00:00,Walk Me Home,Walk Me Home,single,1,0,1,0
Token,4cUfFbVZGSsJWdbfmkdxYq,2021-09-24 04:02:52+00:00,High Heels (feat. Rico Nasty),High Heels (feat. Rico Nasty),single,2022-02-11 03:11:53+00:00,IOD (feat. Lil Skies),Pink Is Better,album,6,0,6,0
YKD Jah,58w9ezOadyZ9nqw4o2Rha0,2021-12-09 17:20:25+00:00,IOD (feat. Lil Skies),IOD (feat. Lil Skies),single,2022-02-11 03:11:53+00:00,IOD (feat. Lil Skies),Pink Is Better,album,0,3,3,0
Day Wave,4ptJIIR10UVlGjN0VntFaK,2022-02-07 01:17:30+00:00,2012 (feat. Day Wave),Few Good Things,album,2022-02-07 01:17:30+00:00,2012 (feat. Day Wave),Few Good Things,album,0,1,1,0
DEKKO,6ZvYYrrfpb1Z7kICDyxWQE,2022-02-04 19:17:01+00:00,Kelede,Kelede,single,2022-02-04 19:17:01+00:00,Kelede,Kelede,single,1,0,1,0
Hope Tala,74CcYmmNeHKe5PrZaISk8e,2022-02-04 19:16:40+00:00,Party Sickness,Party Sickness,single,2022-02-04 19:16:40+00:00,Party Sickness,Party Sickness,single,1,0,1,0
WizTheMc,3ebS2RuCq8QeLyndUDmgB5,2022-02-04 19:16:29+00:00,Premature Love,Where Silence Feels Good,single,2022-02-04 19:16:29+00:00,Premature Love,Where Silence Feels Good,single,1,0,1,0
Winnetka Bowling League,4ug3P1K8BaCdJXROrqHqhu,2022-02-04 19:15:51+00:00,"fiimy - fuck it, i miss you","fiimy (fuck it, i miss you)",single,2022-02-04 19:15:51+00:00,"fiimy - fuck it, i miss you","fiimy (fuck it, i miss you)",single,1,0,1,0
Adekunle Gold,2IK173RXLiCSQ8fhDlAb3s,2022-02-04 19:14:53+00:00,FYE,Catch Me If You Can,album,2022-02-04 19:14:53+00:00,FYE,Catch Me If You Can,album,1,0,1,0
Pivot Gang,0kDgxQlVYVecF6MCNWJTYE,2022-02-04 19:01:34+00:00,Soldier (feat. Pivot Gang),Few Good Things,album,2022-02-04 19:01:34+00:00,Soldier (feat. Pivot Gang),Few Good Things,album,0,1,1,0
Krayzie Bone,53B8dEQzmtefvkdCAkO0YR,2022-01-14 05:01:18+00:00,Come My Way (feat. Krayzie Bone),Come My Way (feat. Krayzie Bone),single,2022-02-04 18:52:17+00:00,Come My Way (feat. Krayzie Bone),Few Good Things,album,0,2,2,0
Daoud,3IjXTlY32rk1WyTrmC1Tod,2021-11-05 01:41:12+00:00,Fearmonger (feat. Daoud),Fearmonger (feat. Daoud),single,2022-02-04 18:51:30+00:00,Fearmonger (feat. Daoud),Few Good Things,album,0,2,2,0
Cheflee,39U0kxznGu0lvDrwznXQAt,2022-02-04 18:40:11+00:00,Free Samples (feat. Cheflee),Few Good Things,album,2022-02-04 18:40:11+00:00,Free Samples (feat. Cheflee),Few Good Things,album,0,1,1,0
12AM,4FHtVj8v4il9h5HRQ4Ib3n,2020-04-05 06:02:28+00:00,Love Dies,Love Dies feat. 24kGoldn,single,2022-02-04 05:02:35+00:00,Showgirls,Showgirls,single,5,0,5,0
Pressa,5olrQpDroHT7sjmYWMLivy,2021-11-05 04:30:34+00:00,"Cool, Calm & Collected (feat. Swae Lee)",Gardner Express (Deluxe),album,2022-02-04 05:02:35+00:00,Showgirls,Showgirls,single,1,1,2,0
Chill's Spotlight,5CObhzKatYOMAeLHuFRedB,2022-02-04 05:02:32+00:00,Hustlaz,Hustlaz,single,2022-02-04 05:02:32+00:00,Hustlaz,Hustlaz,single,0,1,1,0
Jay Safari,1ZDLdMwbdm4AdfXZTqbVdT,2022-02-04 05:02:23+00:00,Dance,Dance,single,2022-02-04 05:02:23+00:00,Dance,Dance,single,1,0,1,0
Dr. Dre,6DPYiyq5kWVQS4RGwxzPC7,2019-08-01 21:24:50+00:00,The Recipe - Bonus Track,"good kid, m.A.A.d city (Deluxe)",album,2022-02-04 05:01:03+00:00,Gospel (with Eminem),Gospel (with Eminem),single,1,5,6,0
Jim-E Stack,4GmataFSHOSQWxuuUX57Bh,2021-08-13 04:37:25+00:00,Sweet & Spice,Sweet & Spice,single,2022-02-04 05:00:54+00:00,Next To Me,Next To Me,single,1,1,2,0
Chevy Woods,6hSbppor1AmH9RGzyxOcGT,2019-08-01 21:26:29+00:00,Karate (feat. Chevy Woods) / Never Hesitate (feat. Darrius Willrich),Rolling Papers 2,album,2022-02-03 15:27:31+00:00,Paper Route,K.I.D.S.,album,0,2,2,0
demxntia,6trEYfLSuAd9CS8bCy4sOH,2020-09-11 03:21:18+00:00,i hope i never let u down,i hope i never let u down,single,2022-02-02 04:28:07+00:00,it kills me,it kills me,single,3,0,3,0
Kilo Kish,7lsnwlX6puQ7lcpSEpJbZE,2022-01-31 06:26:09+00:00,"NEW TRICKS: ART, AESTHETICS, AND MONEY","NEW TRICKS: ART, AESTHETICS, AND MONEY",single,2022-01-31 06:26:09+00:00,"NEW TRICKS: ART, AESTHETICS, AND MONEY","NEW TRICKS: ART, AESTHETICS, AND MONEY",single,1,0,1,0
Boyz II Men,6O74knDqdv3XaWtkII7Xjp,2022-01-26 23:17:32+00:00,I'll Make Love To You,II,album,2022-01-26 23:17:32+00:00,I'll Make Love To You,II,album,1,0,1,0
Orelsan,4FpJcNgOvIpSBeJgRg3OfN,2022-01-25 17:40:21+00:00,Tout ce que je sais (feat. YBN Cordae),La fête est finie - EPILOGUE,album,2022-01-25 17:40:21+00:00,Tout ce que je sais (feat. YBN Cordae),La fête est finie - EPILOGUE,album,1,0,1,0
Ivan Noble,2MfTaq5E3ClttaUjoBdI6p,2022-01-21 13:31:14+00:00,Otra Noche Más x Avanti Morocha,Otra Noche Más x Avanti Morocha,single,2022-01-21 13:31:14+00:00,Otra Noche Más x Avanti Morocha,Otra Noche Más x Avanti Morocha,single,1,0,1,0
BeatKing,5L8p9kDnX2cgoI8VLUL2p4,2022-01-21 05:32:35+00:00,Pop Music (feat. Moneybagg Yo & Beatking),Pop Music,single,2022-01-21 05:32:35+00:00,Pop Music (feat. Moneybagg Yo & Beatking),Pop Music,single,0,1,1,0
Warren Hue,4qcKNkdxUidhvUByB2eQ6g,2021-05-28 04:12:39+00:00,California (feat. Warren Hue),California (feat. Warren Hue),single,2022-01-21 05:32:21+00:00,Getcho Mans,Brightside,single,1,6,7,0
Young T & Bugsey,6M6XXCcO5gI68XpIlrUL3Z,2020-05-29 04:05:07+00:00,Don't Rush - Remix,Don't Rush (Remix),single,2022-01-21 05:31:59+00:00,Nice (feat. Blxst),Truth Be Told,album,2,0,2,0
Court St,7emvZ7JWGViVbDTOLSJ8rf,2022-01-21 05:04:27+00:00,Nights Like This,Nights Like This,single,2022-01-21 05:04:27+00:00,Nights Like This,Nights Like This,single,1,0,1,0
Christina Aguilera,1l7ZsJRRS8wlW3WfJfPfNS,2021-10-22 11:19:19+00:00,Pa Mis Muchachas (feat. NATHY PELUSO),Pa Mis Muchachas (feat. NATHY PELUSO),single,2022-01-21 05:01:34+00:00,Santo,Santo,single,2,0,2,0
The Game,0NbfKEOTQCcwd6o7wSDOHI,2021-02-23 05:35:04+00:00,Crack Music,Late Registration,album,2022-01-15 16:17:33+00:00,Eazy,Eazy,single,1,1,2,0
Pa Salieu,290nCNEce1y6rfoJiO2rK7,2022-01-15 02:12:12+00:00,honda (feat. pa salieu),CAPRISONGS,album,2022-01-15 02:12:12+00:00,honda (feat. pa salieu),CAPRISONGS,album,0,1,1,0
Ant Clemons,028lPW2NdWHdSPCkRkcyhd,2020-09-11 02:51:15+00:00,Baptize (with JID & EARTHGANG feat. Ant Clemons),Baptize (with JID & EARTHGANG feat. Ant Clemons),single,2022-01-14 18:52:12+00:00,Gifted (feat. Roddy Ricch & Ant Clemons) [Bonus],From a Birds Eye View,album,3,4,7,0
Armand Hammer,3SCI7sXHUZIeDKMWC5NT9C,2021-12-10 05:11:14+00:00,Tabula Rasa (feat. Armand Hammer),Tabula Rasa (feat. Armand Hammer),single,2022-01-14 18:44:34+00:00,Tabula Rasa (feat. Armand Hammer),SICK!,album,0,2,2,0
Zelooperz,5j93hwFBNo29RJMsWvtzj8,2022-01-14 18:42:02+00:00,Vision (feat. Zelooperz),SICK!,album,2022-01-14 18:42:02+00:00,Vision (feat. Zelooperz),SICK!,album,0,1,1,0
Stevie Wonder,7guDJrEfX3qb6FEbdPA5qi,2020-10-16 04:03:14+00:00,"Can't Put It In The Hands Of Fate (feat. Rapsody, Cordae, Chika & Busta Rhymes)",Can't Put It In The Hands Of Fate,single,2022-01-14 18:26:43+00:00,Champagne Glasses (feat. Freddie Gibbs & Stevie Wonder),From a Birds Eye View,album,1,1,2,0
Against The Current,6yhD1KjhLxIETFF7vIRf8B,2021-06-07 03:47:18+00:00,Romantic Disaster (feat. Chrissy Costanza),Romantic Disaster (feat. Chrissy Costanza),single,2022-01-14 14:04:02+00:00,Wildfire,Wildfire,single,3,3,6,0
Valley,7blXVKBSxdFZsIqlhdViKc,2021-06-11 04:30:23+00:00,SOCIETY,SOCIETY,single,2022-01-14 14:03:00+00:00,Last Birthday,The After Party,single,5,0,5,0
Stand Atlantic,1W2Fv4YUnjC8hx2qQd6fGh,2022-01-14 14:02:58+00:00,pity party (feat. Royal & the Serpent),pity party (feat. Royal & the Serpent),single,2022-01-14 14:02:58+00:00,pity party (feat. Royal & the Serpent),pity party (feat. Royal & the Serpent),single,1,0,1,0
Landstrip Chip,30bCJGAVNB4s6UkQy8a87a,2020-04-19 06:26:17+00:00,Late Night (with Cozz & Omen feat. Buddy & Landstrip Chip),Revenge Of The Dreamers III: Director's Cut,album,2022-01-14 13:59:54+00:00,Dancing With The Devil,Dancing With The Devil,single,0,2,2,0
vaultboy,0K87f3owemzI8NUCoEIXOB,2021-09-03 05:24:25+00:00,aftermath,aftermath,single,2022-01-14 13:58:48+00:00,i think i wanna text u,vaultboy EP,single,2,0,2,0
RMR,0j1Pwmd6nuk0BXD1RqoHDw,2022-01-14 05:02:56+00:00,No One Gets Me (feat. RMR),No One Gets Me (feat. RMR),single,2022-01-14 05:02:56+00:00,No One Gets Me (feat. RMR),No One Gets Me (feat. RMR),single,0,1,1,0
clear eyes,0IVWeUVFPCMT7MmhvqmfUr,2022-01-14 05:01:21+00:00,FEELING,FEELING,single,2022-01-14 05:01:21+00:00,FEELING,FEELING,single,1,0,1,0
Los Legendarios,0n6sKrG0xKAf8xmdqeNGke,2020-09-18 04:00:19+00:00,Hey Shorty - Remix,Hey Shorty (Remix),single,2022-01-14 05:01:19+00:00,Buenos Días,Buenos Días,single,2,5,7,0
Sydny August,6r67a5jAm4bKhtLydqn9YE,2022-01-07 06:41:28+00:00,Love You (feat. Sydny August),The Voice (Deluxe),album,2022-01-07 06:41:28+00:00,Love You (feat. Sydny August),The Voice (Deluxe),album,0,1,1,0
Supachefm,4xwoyhYU2OMu6i79blLJR1,2021-08-13 03:34:27+00:00,decaying at 18,occam's razor,album,2022-01-07 05:00:45+00:00,my room is a mess,my room is a mess,single,1,1,2,0
Teddy,0a6Q2oHRwUYaZMChVBZWts,2019-05-01 01:44:56+00:00,Broken Dreaming,Teddy,album,2022-01-07 05:00:36+00:00,Girls Rule The World,Girls Rule The World,single,19,0,19,0
Edd Ward,2J7Mjhkj9a0Vj3HPiNRKnk,2022-01-07 05:00:33+00:00,I thought u're my paradise,I thought u're my paradise,single,2022-01-07 05:00:33+00:00,I thought u're my paradise,I thought u're my paradise,single,1,0,1,0
Tommy Ice,3AUIYVmhwrsw8UOPHEv91Z,2020-10-09 01:29:52+00:00,Wassup?,Wassup?,single,2021-12-31 05:18:44+00:00,hurt myself,hurt myself,single,1,1,2,0
Kim Jong Wan of NELL,7ksQJtsXSRSrI5306UwIgH,2021-12-26 19:27:06+00:00,Dear my friend (feat. Kim Jong Wan of NELL),D-2,album,2021-12-26 19:27:06+00:00,Dear my friend (feat. Kim Jong Wan of NELL),D-2,album,0,1,1,0
NiiHWA,1OY65G9NJJHsSt1lGLZU6q,2021-12-25 16:32:21+00:00,28 (feat. NiiHWA),D-2,album,2021-12-25 16:32:21+00:00,28 (feat. NiiHWA),D-2,album,0,1,1,0
Sally Sossa,58q28H7IgX06YXkPvUtGgR,2020-08-07 04:17:03+00:00,A Letter To The Streets,A Letter To The Streets,single,2021-12-24 02:08:19+00:00,Moncler Coat,Moncler Coat,single,2,0,2,0
Valley Boy,46VzbEZDkCQKJX3o4g8gMD,2021-12-24 02:08:08+00:00,Cozy,Cozy,single,2021-12-24 02:08:08+00:00,Cozy,Cozy,single,1,0,1,0
Rozei,4KDCtEFisBruCfqakuV4PZ,2021-12-24 02:08:03+00:00,Way Back When,Way Back When,single,2021-12-24 02:08:03+00:00,Way Back When,Way Back When,single,1,0,1,0
Smrtdeath,4NYeChhB65zL0ywl4rHmSk,2020-03-29 06:20:07+00:00,Everything,Everything,single,2021-12-24 02:07:36+00:00,great,great,single,7,0,7,0
WHOKILLEDXIX,0RSogp4qeGu0ZM71JRTay3,2021-12-24 02:07:36+00:00,great,great,single,2021-12-24 02:07:36+00:00,great,great,single,0,1,1,0
Ciscaux,5qVVvbyUOpNdgTGvNxzcMW,2021-12-24 02:07:16+00:00,Come Thru (feat. Shady Moon & Ciscaux),Come Thru (feat. Shady Moon & Ciscaux),single,2021-12-24 02:07:16+00:00,Come Thru (feat. Shady Moon & Ciscaux),Come Thru (feat. Shady Moon & Ciscaux),single,0,1,1,0
angelus,56l5jbQerCGh7lfbwLnfaK,2021-12-24 02:07:11+00:00,who knows?,who knows?,single,2021-12-24 02:07:11+00:00,who knows?,who knows?,single,1,0,1,0
Arlie,6Bllzm0olEwqGwPujaLiuA,2021-12-24 02:07:06+00:00,crashing down,crashing down,single,2021-12-24 02:07:06+00:00,crashing down,crashing down,single,1,0,1,0
LAYNE,2rRf5V0hAZgB3yLGTE3T69,2021-12-24 02:06:32+00:00,Time Machine,Time Machine,single,2021-12-24 02:06:32+00:00,Time Machine,Time Machine,single,1,0,1,0
Casper Magico,1fux65HMCBvfJHqlBc4Nno,2019-08-01 21:27:06+00:00,Te Boté - Remix,Te Boté (Remix),single,2021-12-24 02:05:52+00:00,Karma,Karma,single,5,22,27,0
Flow La Movie,2oT7xd9iTO2ejLsNGIMa5f,2021-03-12 08:46:22+00:00,Travesuras - Remix,Travesuras (Remix),single,2021-12-24 02:05:52+00:00,Karma,Karma,single,0,4,4,0
MisterWives,5ivCbtrcD5N4rD337xIb2z,2021-12-24 02:05:38+00:00,Stepped On A Bee,Stepped On A Bee,single,2021-12-24 02:05:38+00:00,Stepped On A Bee,Stepped On A Bee,single,1,0,1,0
Hailey Knox,6PgkNi6EyAfgiKtFwAwvbH,2021-12-24 02:05:33+00:00,Gucci Prada Balenciaga,Gucci Prada Balenciaga,single,2021-12-24 02:05:33+00:00,Gucci Prada Balenciaga,Gucci Prada Balenciaga,single,1,0,1,0
Pritty,1vJZhbUzq6DxjIxtikFk1v,2021-12-24 02:05:29+00:00,"Soldier, Like Me","Soldier, Like Me",single,2021-12-24 02:05:29+00:00,"Soldier, Like Me","Soldier, Like Me",single,1,0,1,0
Ravenna Golden,27Od4Wz93nItXglC5t5GuC,2021-12-24 02:05:29+00:00,"Soldier, Like Me","Soldier, Like Me",single,2021-12-24 02:05:29+00:00,"Soldier, Like Me","Soldier, Like Me",single,0,1,1,0
Dylan Brady,69Lf9TlJ7qID862aDGbZx1,2021-12-24 02:05:29+00:00,"Soldier, Like Me","Soldier, Like Me",single,2021-12-24 02:05:29+00:00,"Soldier, Like Me","Soldier, Like Me",single,0,1,1,0
david hugo,0IErJSgNHRD1DAH0X7yHvn,2021-12-24 02:05:05+00:00,How to Love Other People,How to Love Other People,single,2021-12-24 02:05:05+00:00,How to Love Other People,How to Love Other People,single,1,0,1,0
Big Thief,5QdyldG4Fl4TPiOIeMNpBZ,2021-12-24 02:04:48+00:00,No Reason,No Reason / Spud Infinity,single,2021-12-24 02:04:48+00:00,No Reason,No Reason / Spud Infinity,single,1,0,1,0
Madison Ryann Ward,6eAUAR4N9NOpirukqdIzVI,2021-12-24 02:03:51+00:00,Anchor,Anchor,single,2021-12-24 02:03:51+00:00,Anchor,Anchor,single,1,0,1,0
Hayd,1adGvsK8A0XG2D18ufk7fZ,2021-12-24 02:03:40+00:00,What Did I Do?,What Did I Do?,single,2021-12-24 02:03:40+00:00,What Did I Do?,What Did I Do?,single,1,0,1,0
Melii,4udfTw7V8jI4AHi7PEfJfj,2019-08-01 21:23:58+00:00,Wit the Shits (W.T.S) [feat. Melii],Championships,album,2021-12-24 02:01:27+00:00,Hey Stranger,Winter in New York City,single,3,2,5,0
Preme,0bdJZl7TDeiymDYzMJnVh2,2019-08-01 21:25:15+00:00,Jackie Chan,Jackie Chan,single,2021-12-24 02:01:11+00:00,Make a Mall,Make a Mall,single,2,1,3,0
the bootleg boy,2i17uDAKnwPO7PlDT4nLaz,2021-12-24 02:00:50+00:00,Leaving (feat. the bootleg boy & Heroe),Leaving (feat. the bootleg boy & Heroe),single,2021-12-24 02:00:50+00:00,Leaving (feat. the bootleg boy & Heroe),Leaving (feat. the bootleg boy & Heroe),single,0,1,1,0
Heroe,4MkrS9W3HKGDoFcg6vhbF1,2021-12-24 02:00:50+00:00,Leaving (feat. the bootleg boy & Heroe),Leaving (feat. the bootleg boy & Heroe),single,2021-12-24 02:00:50+00:00,Leaving (feat. the bootleg boy & Heroe),Leaving (feat. the bootleg boy & Heroe),single,0,1,1,0
Morgan Wallen,4oUHIQIBe0LHzYfvXNW4QM,2020-01-31 05:12:18+00:00,Heartless (feat. Morgan Wallen),Heartless (feat. Morgan Wallen),single,2021-12-17 11:44:19+00:00,Broadway Girls (feat. Morgan Wallen),Broadway Girls (feat. Morgan Wallen),single,0,2,2,0
IU,3HqSLMAZ3g3d5poNaI7GOU,2021-03-26 04:40:54+00:00,LILAC,IU 5th Album 'LILAC',album,2021-12-17 11:18:00+00:00,eight(Prod.&Feat. SUGA of BTS),eight,single,2,0,2,0
Aaliyah,0urTpYCsixqZwgNTkPJOJ4,2021-09-10 15:36:54+00:00,Rock The Boat,Aaliyah,album,2021-12-17 10:16:09+00:00,Poison,Poison (feat. The Weeknd),single,2,0,2,0
SAINt JHN,0H39MdGGX6dbnnQPt6NQkZ,2019-08-01 21:25:30+00:00,BROWN SKIN GIRL,The Lion King: The Gift,album,2021-12-17 05:35:59+00:00,The Best Part of Life,The Best Part of Life,single,16,5,21,0
dacelynn,4HcCn0kCOvr5D6BItsWVFh,2021-12-10 15:04:07+00:00,tell me what you want,tell me what you want,single,2021-12-10 15:04:07+00:00,tell me what you want,tell me what you want,single,1,0,1,0
MILES,5QqCSh9Ri3B7Tw6HNQkPQH,2021-12-10 15:04:04+00:00,DIVA,DIVA,single,2021-12-10 15:04:04+00:00,DIVA,DIVA,single,1,0,1,0
will hyde,3vNisYibo8wFyD4wxIbSbn,2021-12-10 15:02:06+00:00,when u need me.,nothing ever changes.,album,2021-12-10 15:02:06+00:00,when u need me.,nothing ever changes.,album,1,0,1,0
Baird,7GdGZWPHxDEu0ppvLoB4GO,2021-12-10 15:01:57+00:00,Darkness Of The Night,Darkness Of The Night,single,2021-12-10 15:01:57+00:00,Darkness Of The Night,Darkness Of The Night,single,1,0,1,0
Mamadou.,2qlAceDoD1gfvRyVa7p5bK,2021-12-10 15:01:53+00:00,Hues.,Hues.,single,2021-12-10 15:01:53+00:00,Hues.,Hues.,single,1,0,1,0
Sipper,2BjcWnk7C01aHhp59HqUED,2021-12-10 15:01:52+00:00,fine,fine,single,2021-12-10 15:01:52+00:00,fine,fine,single,1,0,1,0
Jake Cornell,6zf13X0QDPkbKT2bQAcKyV,2021-12-10 15:01:51+00:00,Back To You,Back To You,single,2021-12-10 15:01:51+00:00,Back To You,Back To You,single,1,0,1,0
Caspr,6yZgSbQMnAFpQRgv7EMRzZ,2021-12-10 15:00:01+00:00,Snow,Snow,single,2021-12-10 15:00:01+00:00,Snow,Snow,single,1,0,1,0
Wrabel,7r2uG6BlFXKcwmh9ItqlII,2021-12-10 14:59:29+00:00,london (with Cam),london (with Cam),single,2021-12-10 14:59:29+00:00,london (with Cam),london (with Cam),single,1,0,1,0
Cam,5WRElKaZsn1tGnrgmJVAeO,2021-12-10 14:59:29+00:00,london (with Cam),london (with Cam),single,2021-12-10 14:59:29+00:00,london (with Cam),london (with Cam),single,0,1,1,0
Astrid S,3AVfmawzu83sp94QW7CEGm,2018-04-03 17:57:06+00:00,Hurts So Good,Astrid S,single,2021-12-10 14:59:22+00:00,Pretty,The Hating Game (Original Motion Picture Soundtrack),compilation,3,0,3,0
Dagny,6Paz0vXJJ9bCPf0fEm3qzg,2021-12-10 14:59:22+00:00,Pretty,The Hating Game (Original Motion Picture Soundtrack),compilation,2021-12-10 14:59:22+00:00,Pretty,The Hating Game (Original Motion Picture Soundtrack),compilation,0,1,1,0
Cian Ducrot,49jTY62Cpw3RYo4dLuG43W,2021-12-10 14:59:05+00:00,Happier Without Me,Make Believe,single,2021-12-10 14:59:05+00:00,Happier Without Me,Make Believe,single,1,0,1,0
Chloe George,5VZn4mB8pS40aE0kujdX2Y,2021-04-09 02:41:05+00:00,ghost town (voice memo),ghost town (voice memo),single,2021-12-10 14:58:58+00:00,The Door,The Door,single,2,0,2,0
Beach House,56ZTgzPBDge0OvCGgMO3OY,2021-11-12 05:19:38+00:00,Once Twice Melody,Once Twice Melody,single,2021-12-10 14:58:53+00:00,New Romance,Once Twice Melody,single,2,0,2,0
Scorey,0X3nsc84A9qlFilmlWNwQb,2021-09-29 22:26:53+00:00,Broken Guitars (with Scorey),Hall of Fame,album,2021-12-10 14:53:52+00:00,FINDERS KEEPERS (feat. Scorey & Internet Money),FINDERS KEEPERS (feat. Scorey & Internet Money),single,0,2,2,0
ill peach,79E3M2o4FRthRViQXaCWDt,2021-12-10 14:53:34+00:00,DANDELION,DANDELION,single,2021-12-10 14:53:34+00:00,DANDELION,DANDELION,single,1,0,1,0
Sadie Jean,0sMAHzxguan2KpnKFZPW2d,2021-12-10 14:53:26+00:00,WYD Now?,WYD Now?,single,2021-12-10 14:53:26+00:00,WYD Now?,WYD Now?,single,1,0,1,0
Khruangbin,2mVVjNmdjXZZDvhgQWiakk,2021-12-10 14:52:39+00:00,B-Side,B-Side,single,2021-12-10 14:52:39+00:00,B-Side,B-Side,single,1,0,1,0
Rita Ora,5CCwRZC6euC8Odo6y9X8jr,2017-09-08 21:08:15+00:00,Poison,Poison,single,2021-12-10 14:51:19+00:00,Follow Me,Follow Me,single,7,2,9,0
Jack Kays,24qqDoA4BBXVnPOdHBjT54,2021-12-10 05:10:39+00:00,SIDEWAYS (with Travis Barker),MY FAVORITE NIGHTMARES,single,2021-12-10 14:47:38+00:00,DIRTY MONEY (with Travis Barker),MY FAVORITE NIGHTMARES,single,3,0,3,0
Tm88,5RMUeKq0dZxg9RHE1f0B9P,2019-07-10 04:05:53+00:00,Slayerr,Slayerr,single,2021-12-10 05:11:23+00:00,Pop Out,Yo!88,album,2,0,2,0
Pi’erre Bourne,3x3jSlhyv5CiCZDZlaTq0M,2019-06-02 19:23:46+00:00,Gas Station,Sli'merre,album,2021-12-10 05:11:23+00:00,Pop Out,Yo!88,album,51,15,66,0
Jon Z,5bWUlnPx9OYKsLiUJrhCA1,2019-08-01 21:23:22+00:00,"Go Loko (feat. Tyga, Jon Z)",4REAL 4REAL,album,2021-12-07 03:03:38+00:00,Cheque,Sauce Boyz 2,album,1,6,7,0
Ovi,4o0NtnL2m0lzZmEdRas1qv,2021-02-20 00:27:27+00:00,Ele Uve - Remix,Monarca,album,2021-12-07 02:57:40+00:00,No Me Importa un Carajo,Sauce Boyz 2,album,0,2,2,0
